200 833 35160
194 453 496.807 236.062
193 478 518.696 201.496
194 478 565.959 195.194
193 494 287.348 182.675
194 494 299.732 180.277
193 499 442.949 182.482
194 499 476.69 173.706
193 503 85.0135 174.107
194 503 100.147 174.467
193 514 148.766 115.796
194 514 152.938 108.022
193 539 380.689 155.891
194 539 400.357 148.279
193 541 114.922 217.471
194 541 111.46 215.368
193 543 143.953 212.647
194 543 159.602 212.994
193 544 465.209 196.313
194 544 500.31 190.157
193 555 140.917 228.867
194 555 154.565 228.865
193 559 45.3074 195.816
194 559 69.7601 197.604
193 561 490.975 225.552
194 561 527.809 223.65
193 577 82.5795 226.724
194 577 100.892 226.989
193 596 435.226 176.944
194 596 471.074 165.794
193 600 82.8102 201.517
194 600 105.766 203.111
193 607 65.2399 233.737
194 607 69.4715 233.475
193 610 146.638 26.1383
194 610 149.242 10.7371
193 616 467.909 228.036
194 616 498.902 226.671
193 623 199.453 182.473
194 623 212.831 182.468
193 631 303.297 231.478
194 631 316.292 231.025
193 648 50.7339 216.581
194 648 77.6304 217.782
193 679 26.5633 203.396
194 679 54.2134 205.193
193 689 293.372 154.219
194 689 305.933 150.13
193 710 133.173 170.032
194 710 151.309 171.885
193 719 178.088 174.486
194 719 192.344 174.895
193 725 374.269 203.441
194 725 393.447 200.104
193 726 308.871 162.694
194 726 322.436 155.668
193 748 18.3139 209.078
194 748 49.2921 210.913
193 750 178.731 235.252
194 750 189.983 235.164
193 769 6.74462 139.27
194 769 34.7069 143.954
193 770 108.54 166.722
194 770 129.228 169.343
193 798 355.976 176.419
194 798 372.151 172.278
193 800 353.461 177.247
194 800 369.446 173.207
193 820 152.576 180.048
194 820 165.531 179.777
193 832 483.469 163.075
194 832 522.429 151.646
193 836 31.8776 206.955
194 836 60.9687 208.79
193 848 148.844 201.332
194 848 163.471 201.585
193 854 474.346 210.79
194 854 516.489 205.691
193 856 411.537 186.388
194 856 435.891 180.531
193 858 384.758 133.644
194 858 405.442 123.165
193 863 73.5241 128.673
194 863 94.015 131.859
193 869 571.928 234.383
194 869 629.857 233.417
193 883 264.668 155.043
194 883 268.49 133.227
193 916 196.055 183.459
194 916 207.256 182.265
193 937 447.339 230.993
194 937 484.65 229.438
193 952 92.0711 200.975
194 952 114.876 202.643
193 967 460.813 75.0817
194 967 518.951 27.3589
193 973 108.584 178.44
194 973 128.967 180.545
193 974 103.838 229.817
194 974 117.298 229.796
193 978 79.0385 167.441
194 978 80.3321 163.266
193 980 363.844 215.35
194 980 380.811 213.618
194 28 47.379 197.729
195 28 74.3655 199.881
194 30 348.064 193.448
195 30 363.478 190.701
194 58 363.083 235.677
195 58 379.924 235.379
194 63 439.09 183.178
195 63 473.63 173.944
194 80 69.9347 229.39
195 80 90.513 229.692
194 88 338.607 236.189
195 88 354.174 235.897
194 93 340.172 199.444
195 93 355.248 196.961
194 101 421.746 185.218
195 101 445.836 179.837
194 111 308.22 218.704
195 111 322.128 215.616
194 166 225.086 166.464
195 166 232.995 161.245
194 181 513.093 181.264
195 181 560.315 171.416
194 186 390.248 112.28
195 186 414.503 95.3032
194 189 551.16 222.407
195 189 607.353 219.259
194 208 457.609 206.854
195 208 486.762 203.229
194 209 421.558 234.432
195 209 445.743 233.879
194 218 182.745 233.873
195 218 197.191 233.924
194 233 388.823 229.611
195 233 411.638 228.379
194 251 312.572 213.939
195 251 327.416 209.422
194 285 480.251 153.971
195 285 515.884 142.571
194 307 373.877 225.743
195 307 391.97 224.648
194 308 40.5906 195.628
195 308 69.5721 198.164
194 321 479.573 167.94
195 321 517.273 157.519
194 322 435.97 176.504
195 322 462.447 169.762
194 331 180.128 211.182
195 331 191.554 210.689
194 346 490.059 122.474
195 346 537.39 100.375
194 397 218.476 189.962
195 397 231.247 189.645
194 405 480.852 123.875
195 405 524.975 103.032
194 406 486.386 192.975
195 406 525.75 185.992
194 428 315.163 179.691
195 428 328.68 176.684
194 453 496.807 236.062
195 453 534.758 235.536
194 478 565.959 195.194
195 478 631.184 186.077
194 494 299.732 180.277
195 494 312.561 177.321
194 499 476.69 173.706
195 499 521.548 161.255
194 503 100.147 174.467
195 503 114.028 174.466
194 514 152.938 108.022
195 514 155.769 98.3455
194 527 313.282 236.898
195 527 326.616 236.768
194 539 400.357 148.279
195 539 423.234 138.555
194 541 111.46 215.368
195 541 104.505 212.65
194 543 159.602 212.994
195 543 174.217 213.192
194 544 500.31 190.157
195 544 546.214 181.611
194 555 154.565 228.865
195 555 167.355 228.802
194 559 69.7601 197.604
195 559 91.5971 199.042
194 561 527.809 223.65
195 561 575.398 221.054
194 577 100.892 226.989
195 577 117.631 227.176
194 596 471.074 165.794
195 596 520.908 149.23
194 600 105.766 203.111
195 600 126.389 204.397
194 607 69.4715 233.475
195 607 71.9768 233.148
194 614 447.62 200.235
195 614 475.086 196.063
194 616 498.902 226.671
195 616 537.485 224.866
194 623 212.831 182.468
195 623 225.677 182.158
194 631 316.292 231.025
195 631 330.046 230.469
194 648 77.6304 217.782
195 648 101.394 218.759
194 662 361.445 213.871
195 662 377.823 212.222
194 679 54.2134 205.193
195 679 78.6104 206.651
194 689 305.933 150.13
195 689 319.07 145.1
194 710 151.309 171.885
195 710 168.027 173.3
194 719 192.344 174.895
195 719 205.868 174.957
194 725 393.447 200.104
195 725 415.721 195.834
194 726 322.436 155.668
195 726 337.499 146.671
194 736 285.55 192.116
195 736 298.038 190.648
194 748 49.2921 210.913
195 748 76.2623 212.404
194 750 189.983 235.164
195 750 200.722 235.046
194 769 34.7069 143.954
195 769 59.3734 147.746
194 770 129.228 169.343
195 770 148.021 171.435
194 798 372.151 172.278
195 798 390.047 167.147
194 800 369.446 173.207
195 800 387.092 168.205
194 820 165.531 179.777
195 820 177.738 179.173
194 832 522.429 151.646
195 832 574.328 135.564
194 836 60.9687 208.79
195 836 86.4655 210.283
194 848 163.471 201.585
195 848 177.198 201.63
194 854 516.489 205.691
195 854 575.423 198.154
194 856 435.891 180.531
195 856 465.489 172.832
194 858 405.442 123.165
195 858 429.866 109.614
194 863 94.015 131.859
195 863 112.604 134.315
194 873 275.795 185.004
195 873 288.151 183.574
194 883 268.49 133.227
195 883 270.035 95.0768
194 916 207.256 182.265
195 916 218.066 180.691
194 919 14.9058 160.712
195 919 48.6911 166.139
194 937 484.65 229.438
195 937 536.282 227.147
194 973 128.967 180.545
195 973 147.512 182.216
194 974 117.298 229.796
195 974 129.706 229.718
194 978 80.3321 163.266
195 978 79.471 158.073
194 980 380.811 213.618
195 980 399.793 211.461
195 28 74.3655 199.881
196 28 98.2054 201.631
195 30 363.478 190.701
196 30 380.322 187.315
195 58 379.924 235.379
196 58 398.725 235.008
195 63 473.63 173.944
196 63 520.383 160.596
195 73 313.895 175.594
196 73 327.274 172.784
195 80 90.513 229.692
196 80 109.168 229.925
195 88 354.174 235.897
196 88 371.522 235.53
195 93 355.248 196.961
196 93 371.712 193.893
195 101 445.836 179.837
196 101 474.653 172.887
195 111 322.128 215.616
196 111 338.663 211.285
195 160 576.882 173.698
196 160 636.023 162.196
195 166 232.995 161.245
196 166 240.615 154.713
195 181 560.315 171.416
196 181 625.936 157.06
195 186 414.503 95.3032
196 186 444.989 72.0462
195 208 486.762 203.229
196 208 522.667 198.466
195 209 445.743 233.879
196 209 474.718 233.165
195 218 197.191 233.924
196 218 210.9 233.942
195 233 411.638 228.379
196 233 439.57 226.733
195 251 327.416 209.422
196 251 345.939 202.744
195 285 515.884 142.571
196 285 561.896 126.993
195 307 391.97 224.648
196 307 412.502 223.275
195 308 69.5721 198.164
196 308 94.9552 200.227
195 321 517.273 157.519
196 321 567.074 142.961
195 322 462.447 169.762
196 322 494.694 160.947
195 331 191.554 210.689
196 331 202.472 210.013
195 332 481.182 211.711
196 332 514.645 208.323
195 344 548.228 231.296
196 344 599.171 229.906
195 346 537.39 100.375
196 346 605.596 66.8498
195 397 231.247 189.645
196 397 243.658 189.052
195 405 524.975 103.032
196 405 587.368 71.9315
195 406 525.75 185.992
196 406 578.208 176.167
195 428 328.68 176.684
196 428 343.035 172.988
195 453 534.758 235.536
196 453 584.02 234.816
195 494 312.561 177.321
196 494 326.056 173.684
195 499 521.548 161.255
196 499 585.984 142.37
195 503 114.028 174.466
196 503 126.814 174.103
195 514 155.769 98.3455
196 514 156.979 86.1797
195 527 326.616 236.768
196 527 340.634 236.608
195 534 509.305 208.223
196 534 549.305 203.908
195 539 423.234 138.555
196 539 450.769 125.834
195 541 104.505 212.65
196 541 92.6458 209.049
195 543 174.217 213.192
196 543 187.981 213.246
195 544 546.214 181.611
196 544 610.342 169.06
195 555 167.355 228.802
196 555 179.419 228.677
195 559 91.5971 199.042
196 559 111.306 200.18
195 577 117.631 227.176
196 577 133.046 227.29
195 596 520.908 149.23
196 596 597.725 122.268
195 600 126.389 204.397
196 600 145.129 205.42
195 607 71.9768 233.148
196 607 72.5143 232.742
195 613 360.749 171.633
196 613 377.114 167.289
195 614 475.086 196.063
196 614 508.565 190.62
195 616 537.485 224.866
196 616 587.759 222.386
195 623 225.677 182.158
196 623 238.124 181.533
195 631 330.046 230.469
196 631 344.878 229.78
195 648 101.394 218.759
196 648 122.662 219.55
195 662 377.823 212.222
196 662 395.934 210.184
195 679 78.6104 206.651
196 679 100.401 207.827
195 689 319.07 145.1
196 689 333.041 138.899
195 705 457.415 239.075
196 705 486.561 238.974
195 710 168.027 173.3
196 710 183.586 174.317
195 719 205.868 174.957
196 719 218.809 174.673
195 725 415.721 195.834
196 725 442.502 190.24
195 726 337.499 146.671
196 726 354.807 134.868
195 736 298.038 190.648
196 736 310.826 188.809
195 748 76.2623 212.404
196 748 100.085 213.617
195 750 200.722 235.046
196 750 211.035 234.894
195 769 59.3734 147.746
196 769 81.3808 150.787
195 798 390.047 167.147
196 798 410.309 160.718
195 800 387.092 168.205
196 800 407.021 161.943
195 816 462.06 178.201
196 816 491.747 171.414
195 820 177.738 179.173
196 820 189.314 178.219
195 836 86.4655 210.283
196 836 109.12 211.495
195 848 177.198 201.63
196 848 190.18 201.469
195 856 465.489 172.832
196 856 503.088 162.358
195 858 429.866 109.614
196 858 459.839 91.5955
195 863 112.604 134.315
196 863 129.618 136.116
195 873 288.151 183.574
196 873 300.684 181.753
195 883 270.035 95.0768
196 883 265.513 12.0336
195 899 436.378 189.868
196 899 462.264 184.78
195 909 503.144 205.812
196 909 541.53 201.307
195 916 218.066 180.691
196 916 228.578 178.689
195 921 1.40224 188.713
196 921 37.8026 192.504
195 937 536.282 227.147
196 937 615.087 223.465
195 973 147.512 182.216
196 973 164.562 183.505
195 974 129.706 229.718
196 974 141.181 229.582
195 978 79.471 158.073
196 978 75.9713 151.568
195 980 399.793 211.461
196 980 421.566 208.739
196 27 368.483 201.891
197 27 385.498 199.357
196 28 98.2054 201.631
197 28 119.539 203.046
196 30 380.322 187.315
197 30 399.121 183.104
196 58 398.725 235.008
197 58 420.233 234.54
196 63 520.383 160.596
197 63 589.445 139.774
196 73 327.274 172.784
197 73 341.372 169.327
196 80 109.168 229.925
197 80 126.229 230.095
196 88 371.522 235.53
197 88 391.404 235.063
196 93 371.712 193.893
197 93 390.085 190.068
196 101 474.653 172.887
197 101 510.437 163.659
196 111 338.663 211.285
197 111 359.813 204.831
196 166 240.615 154.713
197 166 247.972 146.423
196 186 444.989 72.0462
197 186 485.768 38.5287
196 193 529.463 207.86
197 193 574.681 203.128
196 208 522.667 198.466
197 208 568.832 191.993
196 209 474.718 233.165
197 209 510.773 232.215
196 218 210.9 233.942
197 218 224.027 233.929
196 233 439.57 226.733
197 233 475.568 224.445
196 251 345.939 202.744
197 251 371.587 191.956
196 285 561.896 126.993
197 285 624.903 104.614
196 306 32.2079 171.092
197 306 61.049 174.86
196 307 412.502 223.275
197 307 436.456 221.523
196 308 94.9552 200.227
197 308 117.505 201.904
196 321 567.074 142.961
197 321 637.544 121.375
196 322 494.694 160.947
197 322 535.64 149.045
196 331 202.472 210.013
197 331 212.974 209.133
196 332 514.645 208.323
197 332 556.854 203.796
196 397 243.658 189.052
197 397 255.835 188.168
196 428 343.035 172.988
197 428 358.558 168.428
196 494 326.056 173.684
197 494 340.505 169.198
196 503 126.814 174.103
197 503 138.635 173.369
196 514 156.979 86.1797
197 514 156.127 70.6477
196 524 415.191 225.329
197 524 437.767 224.005
196 527 340.634 236.608
197 527 355.606 236.412
196 534 549.305 203.908
197 534 601.549 197.979
196 539 450.769 125.834
197 539 485.353 108.648
196 541 92.6458 209.049
197 541 73.4427 204.099
196 543 187.981 213.246
197 543 201.049 213.156
196 555 179.419 228.677
197 555 190.869 228.486
196 559 111.306 200.18
197 559 129.27 201.053
196 577 133.046 227.29
197 577 147.345 227.334
196 600 145.129 205.42
197 600 162.337 206.212
196 607 72.5143 232.742
197 607 70.7185 232.237
196 613 377.114 167.289
197 613 395.219 161.914
196 614 508.565 190.62
197 614 551.064 183.294
196 623 238.124 181.533
197 623 250.295 180.577
196 631 344.878 229.78
197 631 361.223 228.92
196 635 22.7184 239.112
197 635 55.3452 239.171
196 648 122.662 219.55
197 648 141.924 220.183
196 662 395.934 210.184
197 662 416.413 207.639
196 663 549.114 226.194
197 663 599.479 224.03
196 679 100.401 207.827
197 679 120.08 208.762
196 689 333.041 138.899
197 689 348.196 131.206
196 705 486.561 238.974
197 705 522.463 238.841
196 710 183.586 174.317
197 710 198.206 174.967
196 719 218.809 174.673
197 719 231.302 174.035
196 725 442.502 190.24
197 725 476.13 182.664
196 726 354.807 134.868
197 726 375.589 118.865
196 736 310.826 188.809
197 736 324.095 186.534
196 748 100.085 213.617
197 748 121.403 214.599
196 750 211.035 234.894
197 750 221.004 234.702
196 769 81.3808 150.787
197 769 101.219 153.181
196 798 410.309 160.718
197 798 433.883 152.534
196 800 407.021 161.943
197 800 430.142 153.983
196 810 18.0583 217.157
197 810 50.3829 218.621
196 816 491.747 171.414
197 816 528.376 162.492
196 820 189.314 178.219
197 820 200.361 176.888
196 836 109.12 211.495
197 836 129.501 212.473
196 848 190.18 201.469
197 848 202.551 201.097
196 852 7.00116 157.008
197 852 37.6217 161.626
196 856 503.088 162.358
197 856 553.692 147.411
196 858 459.839 91.5955
197 858 498.466 66.6937
196 863 129.618 136.116
197 863 145.32 137.314
196 873 300.684 181.753
197 873 313.556 179.48
196 888 21.3277 90.8568
197 888 43.381 95.0254
196 899 462.264 184.78
197 899 493.538 178.177
196 909 541.53 201.307
197 909 591.239 195.161
196 915 25.3746 214.814
197 915 54.2908 216.161
196 916 228.578 178.689
197 916 238.886 176.188
196 934 481.321 170.416
197 934 514.906 162.041
196 973 164.562 183.505
197 973 180.395 184.452
196 974 141.181 229.582
197 974 151.819 229.382
196 978 75.9713 151.568
197 978 69.0969 143.314
196 980 421.566 208.739
197 980 447.295 205.237
197 27 385.498 199.357
198 27 404.466 196.213
197 28 119.539 203.046
198 28 138.853 204.179
197 30 399.121 183.104
198 30 420.617 177.804
197 58 420.233 234.54
198 58 445.564 233.94
197 73 341.372 169.327
198 73 356.471 165.077
197 80 126.229 230.095
198 80 141.962 230.208
197 88 391.404 235.063
198 88 414.974 234.452
197 93 390.085 190.068
198 93 411.118 185.231
197 101 510.437 163.659
198 101 557.026 150.934
197 105 371.811 197.181
198 105 389.14 194.266
197 111 359.813 204.831
198 111 390.016 194.271
197 129 16.1478 135.902
198 129 43.9359 140.857
197 166 247.972 146.423
198 166 255.082 135.689
197 193 574.681 203.128
198 193 635.22 196.493
197 197 31.184 176.876
198 197 58.8022 180.025
197 208 568.832 191.993
198 208 631.618 182.766
197 209 510.773 232.215
198 209 557.85 230.901
197 218 224.027 233.929
198 218 236.71 233.883
197 233 475.568 224.445
198 233 525.259 221.072
197 251 371.587 191.956
198 251 413.708 171.759
197 281 450.577 225.805
198 281 478.508 224.299
197 302 303.699 199.256
198 302 316.672 197.682
197 306 61.049 174.86
198 306 86.354 177.925
197 307 436.456 221.523
198 307 465.347 219.237
197 322 535.64 149.045
198 322 590.509 132.239
197 331 212.974 209.133
198 331 223.144 208.022
197 332 556.854 203.796
198 332 612.781 197.495
197 380 557.26 219.561
198 380 609.903 216.273
197 397 255.835 188.168
198 397 267.902 186.967
197 399 460.591 230.644
198 399 490.598 229.589
197 428 358.558 168.428
198 428 375.694 162.761
197 441 355.857 193.136
198 441 371.831 190.248
197 460 303.002 206.559
198 460 315.949 205.306
197 480 524.014 221.454
198 480 567.946 218.767
197 494 340.505 169.198
198 494 356.294 163.62
197 503 138.635 173.369
198 503 149.597 172.241
197 514 156.127 70.6477
198 514 152.501 50.3807
197 524 437.767 224.005
198 524 464.355 222.314
197 527 355.606 236.412
198 527 371.888 236.17
197 539 485.353 108.648
198 539 531.25 84.3619
197 541 73.4427 204.099
198 541 42.3351 196.938
197 543 201.049 213.156
198 543 213.558 212.921
197 555 190.869 228.486
198 555 201.805 228.224
197 559 129.27 201.053
198 559 145.794 201.689
197 577 147.345 227.334
198 577 160.696 227.309
197 600 162.337 206.212
198 600 178.299 206.798
197 607 70.7185 232.237
198 607 66.038 231.602
197 613 395.219 161.914
198 613 415.701 155.197
197 614 551.064 183.294
198 614 607.909 172.995
197 623 250.295 180.577
198 623 262.314 179.262
197 631 361.223 228.92
198 631 379.711 227.829
197 648 141.924 220.183
198 648 159.561 220.68
197 662 416.413 207.639
198 662 440.18 204.412
197 679 120.08 208.762
198 679 138.035 209.487
197 689 348.196 131.206
198 689 365.017 121.553
197 705 522.463 238.841
198 705 568.633 238.66
197 710 198.206 174.967
198 710 212.068 175.266
197 719 231.302 174.035
198 719 243.47 173.027
197 720 8.13543 112.719
198 720 29.2872 115.694
197 725 476.13 182.664
198 725 520.803 171.923
197 726 375.589 118.865
198 726 402.044 96.1432
197 736 324.095 186.534
198 736 338.067 183.736
197 748 121.403 214.599
198 748 140.705 215.385
197 750 221.004 234.702
198 750 230.709 234.463
197 756 527.718 193.742
198 756 572.442 186.983
197 767 26.4388 237.459
198 767 53.4781 237.578
197 769 101.219 153.181
198 769 119.271 155.005
197 798 433.883 152.534
198 798 462.221 141.878
197 800 430.142 153.983
198 800 457.843 143.638
197 810 50.3829 218.621
198 810 78.3532 219.808
197 816 528.376 162.492
198 816 575.566 150.354
197 820 200.361 176.888
198 820 210.973 175.14
197 836 129.501 212.473
198 836 148.044 213.249
197 848 202.551 201.097
198 848 214.432 200.505
197 852 37.6217 161.626
198 852 64.3599 165.379
197 856 553.692 147.411
198 856 627.449 124.54
197 858 498.466 66.6937
198 858 551.591 30.349
197 863 145.32 137.314
198 863 159.928 137.945
197 873 313.556 179.48
198 873 326.957 176.674
197 888 43.381 95.0254
198 888 63.1791 98.2111
197 894 12.1101 171.206
198 894 34.1778 173.059
197 899 493.538 178.177
198 899 532.815 169.353
197 915 54.2908 216.161
198 915 79.6725 217.256
197 916 238.886 176.188
198 916 249.087 173.095
197 934 514.906 162.041
198 934 557.317 150.839
197 946 368.789 189.529
198 946 385.921 186.098
197 973 180.395 184.452
198 973 195.238 185.083
197 974 151.819 229.382
198 974 161.699 229.114
197 978 69.0969 143.314
198 978 57.6972 132.646
197 980 447.295 205.237
198 980 478.822 200.613
197 998 34.6635 167.531
198 998 64.6513 171.848
198 27 404.466 196.213
199 27 426.112 192.268
198 28 138.853 204.179
199 28 156.53 205.065
198 30 420.617 177.804
199 30 445.917 171.007
198 58 445.564 233.94
199 58 476.474 233.151
198 73 356.471 165.077
199 73 372.945 159.831
198 80 141.962 230.208
199 80 156.582 230.266
198 88 414.974 234.452
199 88 444.13 233.629
198 93 411.118 185.231
199 93 435.94 178.993
198 100 488.088 183.4
199 100 523.86 176.159
198 101 557.026 150.934
199 101 621.617 132.416
198 105 389.14 194.266
199 105 408.53 190.646
198 111 390.016 194.271
199 111 441.7 174.043
198 129 43.9359 140.857
199 129 68.4552 144.873
198 166 255.082 135.689
199 166 261.954 121.398
198 197 58.8022 180.025
199 197 83.1662 182.584
198 209 557.85 230.901
199 209 623.389 228.981
198 218 236.71 233.883
199 218 249.077 233.803
198 233 525.259 221.072
199 233 600.928 215.655
198 251 413.708 171.759
199 251 509.855 120.823
198 281 478.508 224.299
199 281 512.651 222.331
198 302 316.672 197.682
199 302 330.193 195.739
198 306 86.354 177.925
199 306 108.859 180.413
198 307 465.347 219.237
199 307 501.669 216.159
198 331 223.144 208.022
199 331 233.069 206.639
198 350 8.69345 119.375
199 350 32.7174 123.393
198 397 267.902 186.967
199 397 279.984 185.414
198 399 490.598 229.589
199 399 527.811 228.194
198 428 375.694 162.761
199 428 395.074 155.628
198 441 371.831 190.248
199 441 389.417 186.682
198 460 315.949 205.306
199 460 329.423 203.756
198 480 567.946 218.767
199 480 626.457 215.014
198 494 356.294 163.62
199 494 373.965 156.599
198 503 149.597 172.241
199 503 159.783 170.688
198 514 152.501 50.3807
199 514 144.908 23.1227
198 524 464.355 222.314
199 524 496.725 220.106
198 527 371.888 236.17
199 527 389.961 235.869
198 539 531.25 84.3619
199 539 596.914 47.7419
198 543 213.558 212.921
199 543 225.634 212.535
198 552 295.159 178.179
199 552 307.869 176.034
198 555 201.805 228.224
199 555 212.32 227.882
198 559 145.794 201.689
199 559 161.125 202.105
198 577 160.696 227.309
199 577 173.246 227.215
198 600 178.299 206.798
199 600 193.245 207.194
198 607 66.038 231.602
199 607 57.6298 230.794
198 613 415.701 155.197
199 613 439.491 146.672
198 623 262.314 179.262
199 623 274.303 177.549
198 631 379.711 227.829
199 631 401.29 226.419
198 648 159.561 220.68
199 648 175.875 221.055
198 657 14.9269 210.583
199 657 48.2866 212.553
198 662 440.18 204.412
199 662 468.635 200.233
198 677 558.735 224.892
199 677 612.588 222.403
198 679 138.035 209.487
199 679 154.572 210.022
198 683 409.581 173.634
199 683 431.238 167.915
198 689 365.017 121.553
199 689 384.211 109.241
198 705 568.633 238.66
199 705 631.441 238.402
198 710 212.068 175.266
199 710 225.332 175.223
198 719 243.47 173.027
199 719 255.435 171.619
198 720 29.2872 115.694
199 720 48.261 117.872
198 725 520.803 171.923
199 725 584.906 155.647
198 726 402.044 96.1432
199 726 438.565 61.6445
198 729 450.67 238.943
199 729 478.7 238.83
198 736 338.067 183.736
199 736 353.023 180.294
198 748 140.705 215.385
199 748 158.373 216.001
198 750 230.709 234.463
199 750 240.23 234.169
198 756 572.442 186.983
199 756 632.178 177.523
198 760 0.558051 164.027
199 760 30.7889 168.057
198 767 53.4781 237.578
199 767 77.3943 237.675
198 769 119.271 155.005
199 769 135.842 156.314
198 798 462.221 141.878
199 798 497.698 127.573
198 800 457.843 143.638
199 800 492.387 129.788
198 810 78.3532 219.808
199 810 102.938 220.774
198 816 575.566 150.354
199 816 639.891 133.03
198 820 210.973 175.14
199 820 221.236 172.917
198 835 556.215 207.518
199 835 608.232 202.351
198 836 148.044 213.249
199 836 165.094 213.848
198 848 214.432 200.505
199 848 225.936 199.675
198 852 64.3599 165.379
199 852 88.0246 168.424
198 863 159.928 137.945
199 863 173.621 138.024
198 873 326.957 176.674
199 873 341.119 173.225
198 888 63.1791 98.2111
199 888 81.0871 100.512
198 894 34.1778 173.059
199 894 53.9622 174.464
198 899 532.815 169.353
199 899 584.655 157.071
198 915 79.6725 217.256
199 915 102.247 218.144
198 916 249.087 173.095
199 916 259.289 169.281
198 934 557.317 150.839
199 934 613.596 135.226
198 946 385.921 186.098
199 946 405.062 181.838
198 973 195.238 185.083
199 973 209.281 185.415
198 974 161.699 229.114
199 974 170.878 228.768
198 978 57.6972 132.646
199 978 39.8993 118.491
198 980 478.822 200.613
199 980 519.265 194.283
198 998 64.6513 171.848
199 998 90.8131 175.357
-1.209390369863987 1.209077065870571 -1.209390369863987 0.2 -0.00160159 0.0
-1.1990391259391024 1.2156871160975473 -1.1990391259391024 0.2 -0.199821 -0.00162541
-1.189963951536344 1.2214212917785325 -1.189963951536344 0.2 -0.406303 -0.00584173
-1.1936417636311067 1.219104297392403 -1.1936417636311067 0.2 -0.605706 -0.0106708
-1.2073206681791955 1.2104046840452976 -1.2073206681791955 0.2 -0.820184 -0.0112369
-1.2226339582157324 1.2005109993610619 -1.2226339582157324 0.2 -1.01217 -0.0102473
-1.2309333588869258 1.1950799730593018 -1.2309333588869258 0.2 -1.19928 -0.00582261
-1.2320545673628676 1.1943425299030648 -1.2320545673628676 0.2 -1.40395 5.74928e-05
-1.2318290908678655 1.1944909023371277 -1.2318290908678655 0.2 -1.59877 0.00626311
-1.2265723500829826 1.1979398334993134 -1.2265723500829826 0.2 -1.78719 0.0122228
-1.2360314130481336 1.1917196718691874 -1.2360314130481336 0.2 -1.98683 0.0178444
-1.2195122388258457 1.2025412378990352 -1.2195122388258457 0.2 -2.19729 0.0226588
-1.223472605622499 1.1999644081097844 -1.223472605622499 0.2 -2.4091 0.0258724
-1.2367351047783903 1.191254392949846 -1.2367351047783903 0.2 -2.6066 0.0312996
-1.275572710637852 1.1650224361398291 -1.275572710637852 0.2 -2.82054 0.0447542
-1.3014489230336437 1.1469314260938956 -1.3014489230336437 0.2 -3.02268 0.0664734
-1.3263869219896887 1.129020204273036 -1.3263869219896887 0.2 -3.21574 0.0937795
-1.3620295157767082 1.102588420353266 -1.3620295157767082 0.2 -3.43236 0.133871
-1.3899694198617634 1.0811653950480211 -1.3899694198617634 0.2 -3.62734 0.1787
-1.4243054851145678 1.0539647530751146 -1.4243054851145678 0.2 -3.80101 0.228089
-1.4657643991562537 1.0197930657299326 -1.4657643991562537 0.2 -3.98542 0.290657
-1.5218930350076343 0.9711050304991631 -1.5218930350076343 0.2 -4.15209 0.359208
-1.562234463705131 0.9342979696398354 -1.562234463705131 0.2 -4.34116 0.453249
-1.6013823851202034 0.897050442765186 -1.6013823851202034 0.2 -4.5336 0.562997
-1.6397985845692733 0.8589606482391197 -1.6397985845692733 0.2 -4.7071 0.675202
-1.678164023928866 0.8193202797018093 -1.678164023928866 0.2 -4.86763 0.793975
-1.717460320195907 0.7769670257699284 -1.717460320195907 0.2 -5.02726 0.927672
-1.7575052558664288 0.7318742375736779 -1.7575052558664288 0.2 -5.1857 1.07148
-1.7946269407885338 0.6882205795244256 -1.7946269407885338 0.2 -5.31402 1.20609
-1.8352130367850565 0.6383140391703661 -1.8352130367850565 0.2 -5.44807 1.36335
-1.8814145395975594 0.5785183254943876 -1.8814145395975594 0.2 -5.56744 1.52765
-1.9214526952063826 0.5239109931681667 -1.9214526952063826 0.2 -5.68081 1.70208
-1.9572832498283266 0.47265358045096173 -1.9572832498283266 0.2 -5.76474 1.85005
-1.9969509344385827 0.41303770063347517 -1.9969509344385827 0.2 -5.84535 2.02166
-2.0319497781535434 0.35770146213273746 -2.0319497781535434 0.2 -5.91594 2.19952
-2.0642020968690193 0.3042148132175514 -2.0642020968690193 0.2 -5.97952 2.39193
-2.083333276347624 0.27126373883332894 -2.083333276347624 0.2 -6.03763 2.59806
-2.100833094368889 0.24026793501426744 -2.100833094368889 0.2 -6.08524 2.7957
-2.122603698813938 0.20049603707826846 -2.122603698813938 0.2 -6.12723 2.99124
-2.1436384372784048 0.16070458119789632 -2.1436384372784048 0.2 -6.16218 3.19718
-2.171258746797836 0.10624438271345328 -2.171258746797836 0.2 -6.18437 3.37431
-2.198466159332607 0.049898717679888877 -2.198466159332607 0.2 -6.20016 3.59942
2.210028676101735 0.02506685898451542 2.210028676101735 0.2 -6.20137 3.79655
2.1590901366070314 0.1305610053258873 2.1590901366070314 0.2 -6.18921 3.97819
2.1260372786044917 0.1940948944368988 2.1260372786044917 0.2 -6.15947 4.17389
2.0993962230446552 0.2428448313630596 2.0993962230446552 0.2 -6.11462 4.39202
2.0532319177628087 0.32268993729201667 2.0532319177628087 0.2 -6.06531 4.57219
1.9882995187828565 0.42631062836415806 1.9882995187828565 0.2 -5.98455 4.79067
